articleCode,articleName,VendorKey,VendorName,categoryInit,categoryName,TypeInit,TypeName,startDate,expireDate,colourInit,colourName,sex,picture,basePrice,salePrice,notes
BSC.AR-RH0024,CLOSED NEON GREEN,BSC,CATFLY,4,JACKET,1,GENERAL,2018-08-20 00:00:00.000,2018-11-18 00:00:00.000,19,GREEN,M,-,115000,350000,-
BSC.AR-RH0025,CLOSED BLACK,BSC,CATFLY,4,JACKET,1,GENERAL,2018-08-20 00:00:00.000,2018-11-18 00:00:00.000,1,BLACK,M,-,115000,350000,-
BSC.AR-RH0026,PALE NAVY BLUE,BSC,CATFLY,5,PANTS,3,LONG PANTS,2018-08-21 00:00:00.000,2018-11-19 00:00:00.000,27,NAVY,M,-,105000,350000,-
BSC.AR-RH0027,PALE BLUE,BSC,CATFLY,5,PANTS,3,LONG PANTS,2018-08-21 00:00:00.000,2018-11-19 00:00:00.000,4,BLUE,M,-,105000,350000,-
BSC.AR-RH0028,FRANCO STRIPE,BSC,CATFLY,10,SWEATER,2,GENERAL,2018-08-31 00:00:00.000,2018-11-29 00:00:00.000,2,BLACK WHITE,M,-,100000,275000,-
BSC.AR-RH0029,LABOR STRIPE POCKET NAVY,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-08-31 00:00:00.000,2018-11-29 00:00:00.000,27,NAVY,M,-,37000,155000,-
BSC.AR-RH0030,LABOR STRIPE POCKET WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-08-31 00:00:00.000,2018-11-29 00:00:00.000,37,WHITE,M,-,37000,155000,-
BSC.AR-RI0001,SEE EVERYTHING CREAM DENIM,BSC,CATFLY,4,JACKET,1,GENERAL,2018-09-03 00:00:00.000,2018-12-02 00:00:00.000,10,CREAM,M,-,150000,450000,-
BSC.AR-RI0002,LIL TRANSPLANTS WHITE,BSC,CATFLY,2,BAG,5,SLING BAG,2018-09-04 00:00:00.000,2018-12-03 00:00:00.000,37,WHITE,M,-,55000,150000,-
BSC.AR-RI0003,COLLAGE WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RI0004,COLLAGE BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RI0005,COLLAGE ORANGE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,30,ORANGE,M,-,43000,135000,-
BSC.AR-RI0006,COLLAGE CORAL,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,30,ORANGE,M,-,43000,135000,-
BSC.AR-RI0007,FLAW WHITE LS,BSC,CATFLY,11,T-SHIRT,2,LONG SLEEVE,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,37,WHITE,M,-,45000,155000,-
BSC.AR-RI0008,FLAW BLACK LS,BSC,CATFLY,11,T-SHIRT,2,LONG SLEEVE,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,1,BLACK,M,-,45000,155000,-
BSC.AR-RI0009,HATE WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RI0010,HATE BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RI0011,WIFI WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RI0012,WIFI BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RI0013,CRY LESS ORANGE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,30,ORANGE,M,-,43000,135000,-
BSC.AR-RI0014,CRY LESS OASIS GREEN,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,19,GREEN,M,-,43000,135000,-
BSC.AR-RI0015,COLLAGE SHOCK GREEN,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,19,GREEN,M,-,43000,135000,-
BSC.AR-RI0016,HATE OASIS GREEN,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,19,GREEN,M,-,43000,135000,-
BSC.AR-RI0017,WIFI ORANGE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,30,ORANGE,M,-,43000,135000,-
BSC.AR-RI0018,WIFI SHOCK GREEN,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,19,GREEN,M,-,43000,135000,-
BSC.AR-RI0019,LUIGI POCKET BLUE TOSCA,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,36,TOSCA,M,-,43000,135000,-
BSC.AR-RI0020,LA LUIGI BLUE TOSCA LS,BSC,CATFLY,11,T-SHIRT,2,LONG SLEEVE,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,36,TOSCA,M,-,50000,155000,-
BSC.AR-RI0021,LABOR CLUB STRIPE BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,27,NAVY,M,-,40500,155000,-
BSC.AR-RI0022,LABOR CLUB STRIPE GREEN,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-09-12 00:00:00.000,2018-12-11 00:00:00.000,19,GREEN,M,-,40500,155000,-
BSC.AR-RI0023,COLL PEACH,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,31,PEACH,M,-,43000,140000,-
BSC.AR-RI0024,COLL CREAM,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,10,CREAM,M,-,43000,140000,-
BSC.AR-RI0025,COLL MAROON,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,24,MAROON,M,-,43000,140000,-
BSC.AR-RI0026,COLL NAVY,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,27,NAVY,M,-,43000,140000,-
BSC.AR-RI0027,COLL GREEN,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,19,GREEN,M,-,43000,140000,-
BSC.AR-RI0028,PROPPER BUCKET BLACK,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,1,BLACK,M,-,65000,185000,-
BSC.AR-RI0029,CLOSITER BALL CAP GREEN,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,19,GREEN,M,-,43000,140000,-
BSC.AR-RI0030,CLOSITER BALL CAP GREY,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,21,GREY,M,-,43000,140000,-
BSC.AR-RI0031,CLOSITER BALL CAP BLACK,BSC,CATFLY,3,HAT,2,GENERAL,2018-09-18 00:00:00.000,2018-12-17 00:00:00.000,1,BLACK,M,-,43000,140000,-
BSC.AR-RI0032,COLLAGE ORANGE PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-09-19 00:00:00.000,2018-12-18 00:00:00.000,30,ORANGE,M,-,120000,315000,-
BSC.AR-RI0033,COLLAGE RED PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-09-24 00:00:00.000,2018-12-23 00:00:00.000,34,RED,M,-,120000,315000,-
BSC.AR-RI0034,COLLAGE BLACK PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-09-25 00:00:00.000,2018-12-24 00:00:00.000,1,BLACK,M,-,120000,315000,-
BSC.AR-RI0035,COLLAGE MISTY PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-09-27 00:00:00.000,2018-12-26 00:00:00.000,25,MISTY,M,-,120000,315000,-
BSC.AR-RI0036,BOTTI BAG ORANGE,BSC,CATFLY,2,BAG,5,SLING BAG,2018-09-27 00:00:00.000,2018-12-26 00:00:00.000,30,ORANGE,M,-,114000,350000,-
BSC.AR-RI0037,PROTEK TRANSPLANTS WHITE,BSC,CATFLY,2,BAG,5,SLING BAG,2018-09-27 00:00:00.000,2018-12-26 00:00:00.000,37,WHITE,M,-,130000,390000,-
BSC.AR-RI0038,CASSTELL BLACK,BSC,CATFLY,4,JACKET,1,GENERAL,2018-09-28 00:00:00.000,2018-12-27 00:00:00.000,1,BLACK,M,-,125000,375000,-
BSC.AR-RJ0001,COLLAGE GREEN PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-10-01 00:00:00.000,2018-12-30 00:00:00.000,19,GREEN,M,-,125000,315000,-
BSC.AR-RJ0002,ZEMI BALCK,BSC,CATFLY,3,HAT,1,CASUAL,2018-10-01 00:00:00.000,2018-12-30 00:00:00.000,1,BLACK,M,-,50000,140000,-
BSC.AR-RJ0003,LEEDS WHITE,BSC,CATFLY,3,HAT,1,CASUAL,2018-10-01 00:00:00.000,2018-12-30 00:00:00.000,37,WHITE,M,-,45000,140000,-
BSC.AR-RJ0004,COLLAGE NAVY PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-10-02 00:00:00.000,2018-12-31 00:00:00.000,27,NAVY,M,-,120000,315000,-
BSC.AR-RJ0005,ALTER WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RJ0006,ALTER BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RJ0007,ALTER OASIS GREEN,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,19,GREEN,M,-,430000,135000,-
BSC.AR-RJ0008,ALTER TOSCA,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,36,TOSCA,M,-,43000,135000,-
BSC.AR-RJ0009,CLOSED EYES WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,37,WHITE,M,-,44500,135000,-
BSC.AR-RJ0010,CLOSED EYES BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,24,MAROON,M,-,44500,135000,-
BSC.AR-RJ0011,CLOSED EYES CREAM,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,10,CREAM,M,-,44500,135000,-
BSC.AR-RJ0012,CLOSED EYES CORAL,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,30,ORANGE,M,-,44500,135000,-
BSC.AR-RJ0013,CLOSED EYES TOSCA,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,36,TOSCA,M,-,44500,135000,-
BSC.AR-RJ0014,CONCERN WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RJ0015,FABRIC BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RJ0016,FABRIC CREAM,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,10,CREAM,M,-,43000,135000,-
BSC.AR-RJ0017,FABRIC ORANGE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,30,ORANGE,M,-,43000,135000,-
BSC.AR-RJ0018,FABRIC TOSCA,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,36,TOSCA,M,-,43000,135000,-
BSC.AR-RJ0019,FABRIC WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RJ0020,LAUGH WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,37,WHITE,M,-,44500,135000,-
BSC.AR-RJ0021,CLOSITER CREAM,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,10,CREAM,M,-,43000,135000,-
BSC.AR-RJ0022,CONCERN BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RJ0023,RAIN WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,37,WHITE,M,-,44500,135000,-
BSC.AR-RJ0024,COLLAGE NAVY,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-10-04 00:00:00.000,2019-01-02 00:00:00.000,27,NAVY,M,-,43000,135000,-
BSC.AR-RJ0029,ACID WORLD TOSCA PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-10-09 00:00:00.000,2019-01-07 00:00:00.000,36,TOSCA,M,-,120000,315000,-
BSC.AR-RJ0030,COLLAGE BW PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-10-17 00:00:00.000,2019-01-15 00:00:00.000,6,BROKEN WHITE,M,-,120000,315000,-
BSC.AR-RJ0031,FLAW MISTY PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-10-17 00:00:00.000,2019-01-15 00:00:00.000,25,MISTY,M,-,120000,315000,-
BSC.AR-RJ0032,MARIPOSA WHITE,BSC,CATFLY,1,ACCESSORIES,9,SOCKS,2018-10-22 00:00:00.000,2019-01-20 00:00:00.000,37,WHITE,M,-,18000,75000,-
BSC.AR-RJ0033,SUMMA BLACK,BSC,CATFLY,1,ACCESSORIES,9,SOCKS,2018-10-22 00:00:00.000,2019-01-20 00:00:00.000,1,BLACK,M,-,18000,75000,-
BSC.AR-RJ0034,FLAW BLACK PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-10-29 00:00:00.000,2019-01-27 00:00:00.000,1,BLACK,M,-,120000,315000,-
BSC.AR-RK0001,CONCERN BLACK PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-11-15 00:00:00.000,2019-02-13 00:00:00.000,1,BLACK,M,-,120000,315000,-
BSC.AR-RK0002,CLOSITER WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RK0003,CLOSITER CORAL,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,30,ORANGE,M,-,43000,135000,-
BSC.AR-RK0004,CLOSITER BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RK0005,CONNECT WHITE LS,BSC,CATFLY,11,T-SHIRT,2,LONG SLEEVE,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,37,WHITE,M,-,52000,155000,-
BSC.AR-RK0006,CONNECT BLACK LS,BSC,CATFLY,11,T-SHIRT,2,LONG SLEEVE,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,1,BLACK,M,-,52000,155000,-
BSC.AR-RK0007,CONNECT NAVY LS,BSC,CATFLY,11,T-SHIRT,2,LONG SLEEVE,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,27,NAVY,M,-,52000,155000,-
BSC.AR-RK0008,CONNECT ORANGE LS,BSC,CATFLY,11,T-SHIRT,2,LONG SLEEVE,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,30,ORANGE,M,-,52000,155000,-
BSC.AR-RK0009,CONNECT OASIS GREEN,BSC,CATFLY,11,T-SHIRT,2,LONG SLEEVE,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,19,GREEN,M,-,52000,155000,-
BSC.AR-RK0010,POEMS WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,37,WHITE,M,-,44500,135000,-
BSC.AR-RK0011,POEMS BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,1,BLACK,M,-,44500,135000,-
BSC.AR-RK0012,SCHOOL WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RK0013,SCHOOL BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RK0014,SCHOOL CORAL,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,30,ORANGE,M,-,43000,135000,-
BSC.AR-RK0015,SCHOOL MAROON,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,24,MAROON,M,-,43000,135000,-
BSC.AR-RK0016,SLEEP WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RK0017,SLEEP BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RK0018,SLEEP CREAM,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,10,CREAM,M,-,43000,135000,-
BSC.AR-RK0019,TABOO WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,37,WHITE,M,-,43000,135000,-
BSC.AR-RK0020,TABOO BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-11-17 00:00:00.000,2019-02-15 00:00:00.000,1,BLACK,M,-,43000,135000,-
BSC.AR-RK0021,STRAY STRIPE BLUE,BSC,CATFLY,4,JACKET,2,JEANS,2018-11-22 00:00:00.000,2019-02-20 00:00:00.000,4,BLUE,M,-,145000,395000,-
BSC.AR-RK0022,FABRIC BLACK PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-11-22 00:00:00.000,2019-02-20 00:00:00.000,1,BLACK,M,-,120000,315000,-
BSC.AR-RK0023,FABRIC GREEN PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-11-22 00:00:00.000,2019-02-20 00:00:00.000,19,GREEN,M,-,120000,315000,-
BSC.AR-RK0024,HOWDER BLACK,BSC,CATFLY,1,ACCESSORIES,1,BELT,2018-11-29 00:00:00.000,2019-02-27 00:00:00.000,1,BLACK,M,-,75000,225000,-
BSC.AR-RK0025,HOWDER GREEN ARMY,BSC,CATFLY,1,ACCESSORIES,1,BELT,2018-11-29 00:00:00.000,2019-02-27 00:00:00.000,20,GREEN ARMY,M,-,75000,225000,-
BSC.AR-RK0026,SYLON BLUE WASH,BSC,CATFLY,5,PANTS,3,LONG PANTS,2018-11-29 00:00:00.000,2019-02-27 00:00:00.000,4,BLUE,M,-,135000,375000,-
BSC.AR-RL0001,SCHOOL MISTY PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-12-05 00:00:00.000,2019-03-05 00:00:00.000,25,MISTY,M,-,120000,315000,-
BSC.AR-RL0002,CLOSITER BLACK PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-12-05 00:00:00.000,2019-03-05 00:00:00.000,1,BLACK,M,-,120000,315000,-
BSC.AR-RL0018,SCHOOL BLACK PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-12-13 00:00:00.000,2019-03-13 00:00:00.000,1,BLACK,M,-,125000,315000,-
BSC.AR-RL0019,CLOSITER GREEN PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-12-13 00:00:00.000,2019-03-13 00:00:00.000,19,GREEN,M,-,125000,315000,-
BSC.AR-RL0020,SCHOOL GREEN PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2018-12-13 00:00:00.000,2019-03-13 00:00:00.000,19,GREEN,M,-,125000,315000,-
BSC.AR-RL0021,ASTRAY WHITE,BSC,CATFLY,1,ACCESSORIES,4,GENERAL,2018-12-18 00:00:00.000,2019-03-18 00:00:00.000,37,WHITE,M,-,17000,50000,-
BSC.AR-RL0022,PERTUAL WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-12-19 00:00:00.000,2019-03-19 00:00:00.000,37,WHITE,M,-,45500,135000,-
BSC.AR-RL0023,BASEDCLUB PACKAGE I,BSC,CATFLY,13,BUNDLE,1,GENERAL,2018-12-24 00:00:00.000,2019-03-24 00:00:00.000,0,NA,U,-,165000,250000,-
BSC.AR-RL0024,BASEDCLUB PACKAGE II,BSC,CATFLY,13,BUNDLE,1,GENERAL,2018-12-24 00:00:00.000,2019-03-24 00:00:00.000,0,NA,U,-,200000,325000,-
BSC.AR-RL0025,DREAMING BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-12-31 00:00:00.000,2019-03-31 00:00:00.000,1,BLACK,M,-,44000,135000,-
BSC.AR-RL0026,DAVID LYNCH`S WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-12-31 00:00:00.000,2019-03-31 00:00:00.000,37,WHITE,M,-,44500,135000,-
BSC.AR-RL0027,REALITY WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-12-31 00:00:00.000,2019-03-31 00:00:00.000,37,WHITE,M,-,44000,135000,-
BSC.AR-RL0028,LOONEY WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2018-12-31 00:00:00.000,2019-03-31 00:00:00.000,37,WHITE,M,-,44500,135000,-
BSC.AR-SA0001,CONCERN WHITE PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2019-01-03 00:00:00.000,2019-04-03 00:00:00.000,37,WHITE,M,-,120000,315000,-
BSC.AR-SA0002,CLOSITER YELLOW PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2019-01-04 00:00:00.000,2019-04-04 00:00:00.000,100,YELLOW,M,-,120000,315000,-
BSC.AR-SA0003,KYPER MAROON PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2019-01-07 00:00:00.000,2019-04-07 00:00:00.000,24,MAROON,M,-,125000,315000,-
BSC.AR-SA0004,ALTERING BLACK PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2019-01-09 00:00:00.000,2019-04-09 00:00:00.000,1,BLACK,M,-,125000,315000,-
BSC.AR-SA0005,REALITY BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-10 00:00:00.000,2019-04-10 00:00:00.000,1,BLACK,M,-,44000,135000,-
BSC.AR-SA0006,DAVID LYNCH`S BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-10 00:00:00.000,2019-04-10 00:00:00.000,1,BLACK,M,-,44500,135000,-
BSC.AR-SA0007,LOONEY BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-11 00:00:00.000,2019-04-11 00:00:00.000,1,BLACK,M,-,44500,135000,-
BSC.AR-SA0008,COLOR NAVY,BSC,CATFLY,3,HAT,2,GENERAL,2019-01-15 00:00:00.000,2019-04-15 00:00:00.000,27,NAVY,M,-,47500,140000,-
BSC.AR-SA0009,COLOR GREEN,BSC,CATFLY,3,HAT,2,GENERAL,2019-01-15 00:00:00.000,2019-04-15 00:00:00.000,19,GREEN,M,-,47500,140000,-
BSC.AR-SA0010,DRUK WIDE DARK BROWN,BSC,CATFLY,3,HAT,2,GENERAL,2019-01-15 00:00:00.000,2019-04-15 00:00:00.000,7,BROWN,M,-,42000,140000,-
BSC.AR-SA0011,DRUK WIDE BLACK,BSC,CATFLY,3,HAT,1,CASUAL,2019-01-15 00:00:00.000,2019-04-15 00:00:00.000,1,BLACK,M,-,42000,140000,-
BSC.AR-SA0012,DRUK WIDE NAVY,BSC,CATFLY,3,HAT,2,GENERAL,2019-01-15 00:00:00.000,2019-04-15 00:00:00.000,27,NAVY,M,-,42000,140000,-
BSC.AR-SA0013,FORT MAROON,BSC,CATFLY,3,HAT,2,GENERAL,2019-01-15 00:00:00.000,2019-04-15 00:00:00.000,24,MAROON,M,-,47500,140000,-
BSC.AR-SA0014,COLOR BLACK,BSC,CATFLY,3,HAT,2,GENERAL,2019-01-15 00:00:00.000,2019-04-15 00:00:00.000,1,BLACK,M,-,47500,140000,-
BSC.AR-SA0015,DECEMBER NIGHT WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-17 00:00:00.000,2019-04-17 00:00:00.000,37,WHITE,M,-,44500,135000,-
BSC.AR-SA0016,DECEMBER NIGHT BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-18 00:00:00.000,2019-04-18 00:00:00.000,1,BLACK,M,-,44500,135000,-
BSC.AR-SA0017,SELF BLACK PULLOVER,BSC,CATFLY,10,SWEATER,3,HOODIE,2019-01-21 00:00:00.000,2019-04-21 00:00:00.000,1,BLACK,M,-,125000,315000,-
BSC.AR-SA0018,PERTUAL BLACK,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-23 00:00:00.000,2019-04-23 00:00:00.000,1,BLACK,M,-,44000,135000,-
BSC.AR-SA0019,DRUK WIDE RED,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-23 00:00:00.000,2019-04-23 00:00:00.000,34,RED,M,-,44000,135000,-
BSC.AR-SA0020,DREAMING WHITE,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-28 00:00:00.000,2019-04-28 00:00:00.000,37,WHITE,M,-,44000,135000,-
BSC.AR-SA0021,BORING RED,BSC,CATFLY,11,T-SHIRT,1,CASUAL,2019-01-30 00:00:00.000,2019-04-30 00:00:00.000,34,RED,M,-,44000,135000,-
BSC.AR-SA0022,FORT KHAKI,BSC,CATFLY,3,HAT,2,GENERAL,2019-01-31 00:00:00.000,2019-05-01 00:00:00.000,23,KHAKI,M,-,47500,140000,-
BSC.AR-SA0023,FORT BLACK,BSC,CATFLY,3,HAT,2,GENERAL,2019-01-31 00:00:00.000,2019-05-01 00:00:00.000,1,BLACK,M,-,47500,140000,-
